year,cutoff_matches,beta_elo,team,position,probability
2023,5,0.0,サガン鳥栖,17,0.123
2023,5,0.0,サガン鳥栖,18,0.054
2023,5,0.0,サンフレッチェ広島,1,0.0042
2023,5,0.0,サンフレッチェ広島,2,0.0447
2023,5,0.0,サンフレッチェ広島,3,0.0726
2023,5,0.0,サンフレッチェ広島,4,0.0859
2023,5,0.0,サンフレッチェ広島,5,0.0942
2023,5,0.0,サンフレッチェ広島,6,0.1002
2023,5,0.0,サンフレッチェ広島,7,0.1106
2023,5,0.0,サンフレッチェ広島,8,0.1002
2023,5,0.0,サンフレッチェ広島,9,0.1039
2023,5,0.0,サンフレッチェ広島,10,0.0844
2023,5,0.0,サンフレッチェ広島,11,0.0758
2023,5,0.0,サンフレッチェ広島,12,0.0569
2023,5,0.0,サンフレッチェ広島,13,0.0389
2023,5,0.0,サンフレッチェ広島,14,0.021
2023,5,0.0,サンフレッチェ広島,15,0.0056
2023,5,0.0,サンフレッチェ広島,16,0.0008
2023,5,0.0,サンフレッチェ広島,17,0.0001
2023,5,0.0,サンフレッチェ広島,18,0.0
2023,5,0.0,セレッソ大阪,1,0.0
2023,5,0.0,セレッソ大阪,2,0.0027
2023,5,0.0,セレッソ大阪,3,0.0047
2023,5,0.0,セレッソ大阪,4,0.0091
2023,5,0.0,セレッソ大阪,5,0.016
2023,5,0.0,セレッソ大阪,6,0.0221
2023,5,0.0,セレッソ大阪,7,0.0314
2023,5,0.0,セレッソ大阪,8,0.045
2023,5,0.0,セレッソ大阪,9,0.0662
2023,5,0.0,セレッソ大阪,10,0.0893
2023,5,0.0,セレッソ大阪,11,0.1129
2023,5,0.0,セレッソ大阪,12,0.1436
2023,5,0.0,セレッソ大阪,13,0.1737
2023,5,0.0,セレッソ大阪,14,0.1827
2023,5,0.0,セレッソ大阪,15,0.07
2023,5,0.0,セレッソ大阪,16,0.0228
2023,5,0.0,セレッソ大阪,17,0.0071
2023,5,0.0,セレッソ大阪,18,0.0007
2023,5,0.0,ヴィッセル神戸,1,0.8924
2023,5,0.0,ヴィッセル神戸,2,0.0748
2023,5,0.0,ヴィッセル神戸,3,0.0208
2023,5,0.0,ヴィッセル神戸,4,0.0064
2023,5,0.0,ヴィッセル神戸,5,0.0037
2023,5,0.0,ヴィッセル神戸,6,0.0009
2023,5,0.0,ヴィッセル神戸,7,0.0004
2023,5,0.0,ヴィッセル神戸,8,0.0002
2023,5,0.0,ヴィッセル神戸,9,0.0004
2023,5,0.0,ヴィッセル神戸,10,0.0
2023,5,0.0,ヴィッセル神戸,11,0.0
2023,5,0.0,ヴィッセル神戸,12,0.0
2023,5,0.0,ヴィッセル神戸,13,0.0
2023,5,0.0,ヴィッセル神戸,14,0.0
2023,5,0.0,ヴィッセル神戸,15,0.0
2023,5,0.0,ヴィッセル神戸,16,0.0
2023,5,0.0,ヴィッセル神戸,17,0.0
2023,5,0.0,ヴィッセル神戸,18,0.0
2023,5,0.0,京都サンガF.C.,1,0.0227
2023,5,0.0,京都サンガF.C.,2,0.1769
2023,5,0.0,京都サンガF.C.,3,0.153
2023,5,0.0,京都サンガF.C.,4,0.135
2023,5,0.0,京都サンガF.C.,5,0.1187
2023,5,0.0,京都サンガF.C.,6,0.0977
2023,5,0.0,京都サンガF.C.,7,0.0822
2023,5,0.0,京都サンガF.C.,8,0.0669
2023,5,0.0,京都サンガF.C.,9,0.0527
2023,5,0.0,京都サンガF.C.,10,0.0363
2023,5,0.0,京都サンガF.C.,11,0.0278
2023,5,0.0,京都サンガF.C.,12,0.0167
2023,5,0.0,京都サンガF.C.,13,0.0086
2023,5,0.0,京都サンガF.C.,14,0.004
2023,5,0.0,京都サンガF.C.,15,0.0007
2023,5,0.0,京都サンガF.C.,16,0.0001
2023,5,0.0,京都サンガF.C.,17,0.0
2023,5,0.0,京都サンガF.C.,18,0.0
2023,5,0.0,北海道コンサドーレ札幌,1,0.0006
2023,5,0.0,北海道コンサドーレ札幌,2,0.0097
2023,5,0.0,北海道コンサドーレ札幌,3,0.0166
2023,5,0.0,北海道コンサドーレ札幌,4,0.0316
2023,5,0.0,北海道コンサドーレ札幌,5,0.041
2023,5,0.0,北海道コンサドーレ札幌,6,0.0506
2023,5,0.0,北海道コンサドーレ札幌,7,0.0632
2023,5,0.0,北海道コンサドーレ札幌,8,0.0836
2023,5,0.0,北海道コンサドーレ札幌,9,0.0934
2023,5,0.0,北海道コンサドーレ札幌,10,0.1107
2023,5,0.0,北海道コンサドーレ札幌,11,0.1185
2023,5,0.0,北海道コンサドーレ札幌,12,0.1222
2023,5,0.0,北海道コンサドーレ札幌,13,0.1231
2023,5,0.0,北海道コンサドーレ札幌,14,0.091
2023,5,0.0,北海道コンサドーレ札幌,15,0.0343
2023,5,0.0,北海道コンサドーレ札幌,16,0.0085
2023,5,0.0,北海道コンサドーレ札幌,17,0.0011
2023,5,0.0,北海道コンサドーレ札幌,18,0.0003
2023,5,0.0,名古屋グランパス,1,0.0263
2023,5,0.0,名古屋グランパス,2,0.2054
2023,5,0.0,名古屋グランパス,3,0.181
2023,5,0.0,名古屋グランパス,4,0.1472
2023,5,0.0,名古屋グランパス,5,0.1112
2023,5,0.0,名古屋グランパス,6,0.0946
2023,5,0.0,名古屋グランパス,7,0.0755
2023,5,0.0,名古屋グランパス,8,0.0565
2023,5,0.0,名古屋グランパス,9,0.0407
2023,5,0.0,名古屋グランパス,10,0.0279
2023,5,0.0,名古屋グランパス,11,0.0176
2023,5,0.0,名古屋グランパス,12,0.0092
2023,5,0.0,名古屋グランパス,13,0.0051
2023,5,0.0,名古屋グランパス,14,0.0015
2023,5,0.0,名古屋グランパス,15,0.0003
2023,5,0.0,名古屋グランパス,16,0.0
2023,5,0.0,名古屋グランパス,17,0.0
2023,5,0.0,名古屋グランパス,18,0.0
2023,5,0.0,川崎フロンターレ,1,0.0001
2023,5,0.0,川崎フロンターレ,2,0.0036
2023,5,0.0,川崎フロンターレ,3,0.008
2023,5,0.0,川崎フロンターレ,4,0.0134
2023,5,0.0,川崎フロンターレ,5,0.0234
2023,5,0.0,川崎フロンターレ,6,0.0324
2023,5,0.0,川崎フロンターレ,7,0.0445
2023,5,0.0,川崎フロンターレ,8,0.0636
2023,5,0.0,川崎フロンターレ,9,0.0822
2023,5,0.0,川崎フロンターレ,10,0.1059
2023,5,0.0,川崎フロンターレ,11,0.127
2023,5,0.0,川崎フロンターレ,12,0.1452
2023,5,0.0,川崎フロンターレ,13,0.1485
2023,5,0.0,川崎フロンターレ,14,0.1282
2023,5,0.0,川崎フロンターレ,15,0.052
2023,5,0.0,川崎フロンターレ,16,0.0167
2023,5,0.0,川崎フロンターレ,17,0.0042
2023,5,0.0,川崎フロンターレ,18,0.0011
2023,5,0.0,柏レイソル,1,0.0
2023,5,0.0,柏レイソル,2,0.0
2023,5,0.0,柏レイソル,3,0.0
2023,5,0.0,柏レイソル,4,0.0
2023,5,0.0,柏レイソル,5,0.0
2023,5,0.0,柏レイソル,6,0.0
2023,5,0.0,柏レイソル,7,0.0
2023,5,0.0,柏レイソル,8,0.0
2023,5,0.0,柏レイソル,9,0.0
2023,5,0.0,柏レイソル,10,0.0002
2023,5,0.0,柏レイソル,11,0.0011
2023,5,0.0,柏レイソル,12,0.0017
2023,5,0.0,柏レイソル,13,0.0049
2023,5,0.0,柏レイソル,14,0.0253
2023,5,0.0,柏レイソル,15,0.1007
2023,5,0.0,柏レイソル,16,0.2125
2023,5,0.0,柏レイソル,17,0.324
2023,5,0.0,柏レイソル,18,0.3296
2023,5,0.0,横浜Ｆ・マリノス,1,0.0259
2023,5,0.0,横浜Ｆ・マリノス,2,0.1881
2023,5,0.0,横浜Ｆ・マリノス,3,0.1704
2023,5,0.0,横浜Ｆ・マリノス,4,0.1385
2023,5,0.0,横浜Ｆ・マリノス,5,0.1204
2023,5,0.0,横浜Ｆ・マリノス,6,0.0973
2023,5,0.0,横浜Ｆ・マリノス,7,0.0803
2023,5,0.0,横浜Ｆ・マリノス,8,0.0618
2023,5,0.0,横浜Ｆ・マリノス,9,0.0413
2023,5,0.0,横浜Ｆ・マリノス,10,0.034
2023,5,0.0,横浜Ｆ・マリノス,11,0.0209
2023,5,0.0,横浜Ｆ・マリノス,12,0.012
2023,5,0.0,横浜Ｆ・マリノス,13,0.0067
2023,5,0.0,横浜Ｆ・マリノス,14,0.002
2023,5,0.0,横浜Ｆ・マリノス,15,0.0003
2023,5,0.0,横浜Ｆ・マリノス,16,0.0001
2023,5,0.0,横浜Ｆ・マリノス,17,0.0
2023,5,0.0,横浜Ｆ・マリノス,18,0.0
2023,5,0.0,横浜ＦＣ,1,0.0
2023,5,0.0,横浜ＦＣ,2,0.0
2023,5,0.0,横浜ＦＣ,3,0.0
2023,5,0.0,横浜ＦＣ,4,0.0
2023,5,0.0,横浜ＦＣ,5,0.0
2023,5,0.0,横浜ＦＣ,6,0.0
2023,5,0.0,横浜ＦＣ,7,0.0
2023,5,0.0,横浜ＦＣ,8,0.0
2023,5,0.0,横浜ＦＣ,9,0.0
2023,5,0.0,横浜ＦＣ,10,0.0002
2023,5,0.0,横浜ＦＣ,11,0.0004
2023,5,0.0,横浜ＦＣ,12,0.0017
2023,5,0.0,横浜ＦＣ,13,0.0062
2023,5,0.0,横浜ＦＣ,14,0.021
2023,5,0.0,横浜ＦＣ,15,0.0844
2023,5,0.0,横浜ＦＣ,16,0.1796
2023,5,0.0,横浜ＦＣ,17,0.2741
2023,5,0.0,横浜ＦＣ,18,0.4324
2023,5,0.0,浦和レッズ,1,0.0006
2023,5,0.0,浦和レッズ,2,0.0132
2023,5,0.0,浦和レッズ,3,0.0258
2023,5,0.0,浦和レッズ,4,0.0398
2023,5,0.0,浦和レッズ,5,0.0506
2023,5,0.0,浦和レッズ,6,0.0727
2023,5,0.0,浦和レッズ,7,0.0875
2023,5,0.0,浦和レッズ,8,0.1015
2023,5,0.0,浦和レッズ,9,0.111
2023,5,0.0,浦和レッズ,10,0.1188
2023,5,0.0,浦和レッズ,11,0.1196
2023,5,0.0,浦和レッズ,12,0.105
2023,5,0.0,浦和レッズ,13,0.0867
2023,5,0.0,浦和レッズ,14,0.0504
2023,5,0.0,浦和レッズ,15,0.0139
2023,5,0.0,浦和レッズ,16,0.0025
2023,5,0.0,浦和レッズ,17,0.0004
2023,5,0.0,浦和レッズ,18,0.0
2023,5,0.0,湘南ベルマーレ,1,0.0
2023,5,0.0,湘南ベルマーレ,2,0.0013
2023,5,0.0,湘南ベルマーレ,3,0.0033
2023,5,0.0,湘南ベルマーレ,4,0.007
2023,5,0.0,湘南ベルマーレ,5,0.0115
2023,5,0.0,湘南ベルマーレ,6,0.0173
2023,5,0.0,湘南ベルマーレ,7,0.0251
2023,5,0.0,湘南ベルマーレ,8,0.0395
2023,5,0.0,湘南ベルマーレ,9,0.0536
2023,5,0.0,湘南ベルマーレ,10,0.0798
2023,5,0.0,湘南ベルマーレ,11,0.1044
2023,5,0.0,湘南ベルマーレ,12,0.1466
2023,5,0.0,湘南ベルマーレ,13,0.1785
2023,5,0.0,湘南ベルマーレ,14,0.2033
2023,5,0.0,湘南ベルマーレ,15,0.0905
2023,5,0.0,湘南ベルマーレ,16,0.0272
2023,5,0.0,湘南ベルマーレ,17,0.0095
2023,5,0.0,湘南ベルマーレ,18,0.0016
2023,5,0.0,鹿島アントラーズ,1,0.0006
2023,5,0.0,鹿島アントラーズ,2,0.0125
2023,5,0.0,鹿島アントラーズ,3,0.0267
2023,5,0.0,鹿島アントラーズ,4,0.0392
2023,5,0.0,鹿島アントラーズ,5,0.0534
2023,5,0.0,鹿島アントラーズ,6,0.0691
2023,5,0.0,鹿島アントラーズ,7,0.0776
2023,5,0.0,鹿島アントラーズ,8,0.0953
2023,5,0.0,鹿島アントラーズ,9,0.1145
2023,5,0.0,鹿島アントラーズ,10,0.1189
2023,5,0.0,鹿島アントラーズ,11,0.1176
2023,5,0.0,鹿島アントラーズ,12,0.1079
2023,5,0.0,鹿島アントラーズ,13,0.0897
2023,5,0.0,鹿島アントラーズ,14,0.0573
2023,5,0.0,鹿島アントラーズ,15,0.0157
2023,5,0.0,鹿島アントラーズ,16,0.0034
2023,5,0.0,鹿島アントラーズ,17,0.0006
2023,5,0.0,鹿島アントラーズ,18,0.0
2023,5,0.0,ＦＣ東京,1,0.0074
2023,5,0.0,ＦＣ東京,2,0.0759
2023,5,0.0,ＦＣ東京,3,0.1054
2023,5,0.0,ＦＣ東京,4,0.1276
2023,5,0.0,ＦＣ東京,5,0.1241
2023,5,0.0,ＦＣ東京,6,0.1278
2023,5,0.0,ＦＣ東京,7,0.1113
2023,5,0.0,ＦＣ東京,8,0.0952
2023,5,0.0,ＦＣ東京,9,0.0773
2023,5,0.0,ＦＣ東京,10,0.0593
2023,5,0.0,ＦＣ東京,11,0.0408
2023,5,0.0,ＦＣ東京,12,0.0264
2023,5,0.0,ＦＣ東京,13,0.0138
2023,5,0.0,ＦＣ東京,14,0.0066
2023,5,0.0,ＦＣ東京,15,0.001
2023,5,0.0,ＦＣ東京,16,0.0001
2023,5,0.0,ＦＣ東京,17,0.0
2023,5,0.0,ＦＣ東京,18,0.0
2023,5,0.05,アビスパ福岡,1,0.004
2023,5,0.05,アビスパ福岡,2,0.0534
2023,5,0.05,アビスパ福岡,3,0.0777
2023,5,0.05,アビスパ福岡,4,0.0983
2023,5,0.05,アビスパ福岡,5,0.1073
2023,5,0.05,アビスパ福岡,6,0.1153
2023,5,0.05,アビスパ福岡,7,0.1078
2023,5,0.05,アビスパ福岡,8,0.1042
2023,5,0.05,アビスパ福岡,9,0.0976
2023,5,0.05,アビスパ福岡,10,0.0866
2023,5,0.05,アビスパ福岡,11,0.0635
2023,5,0.05,アビスパ福岡,12,0.0417
2023,5,0.05,アビスパ福岡,13,0.0279
2023,5,0.05,アビスパ福岡,14,0.0126
2023,5,0.05,アビスパ福岡,15,0.0018
2023,5,0.05,アビスパ福岡,16,0.0003
2023,5,0.05,アビスパ福岡,17,0.0
2023,5,0.05,アビスパ福岡,18,0.0
2023,5,0.05,アルビレックス新潟,1,0.0179
2023,5,0.05,アルビレックス新潟,2,0.1339
2023,5,0.05,アルビレックス新潟,3,0.1374
2023,5,0.05,アルビレックス新潟,4,0.1279
2023,5,0.05,アルビレックス新潟,5,0.1198
2023,5,0.05,アルビレックス新潟,6,0.1004
2023,5,0.05,アルビレックス新潟,7,0.0955
2023,5,0.05,アルビレックス新潟,8,0.0772
2023,5,0.05,アルビレックス新潟,9,0.064
2023,5,0.05,アルビレックス新潟,10,0.0486
2023,5,0.05,アルビレックス新潟,11,0.0359
2023,5,0.05,アルビレックス新潟,12,0.023
2023,5,0.05,アルビレックス新潟,13,0.0117
2023,5,0.05,アルビレックス新潟,14,0.0058
2023,5,0.05,アルビレックス新潟,15,0.0008
2023,5,0.05,アルビレックス新潟,16,0.0002
2023,5,0.05,アルビレックス新潟,17,0.0
2023,5,0.05,アルビレックス新潟,18,0.0
2023,5,0.05,ガンバ大阪,1,0.0
2023,5,0.05,ガンバ大阪,2,0.0
2023,5,0.05,ガンバ大阪,3,0.0
2023,5,0.05,ガンバ大阪,4,0.0
2023,5,0.05,ガンバ大阪,5,0.0
2023,5,0.05,ガンバ大阪,6,0.0
2023,5,0.05,ガンバ大阪,7,0.0
2023,5,0.05,ガンバ大阪,8,0.0001
2023,5,0.05,ガンバ大阪,9,0.0004
2023,5,0.05,ガンバ大阪,10,0.0014
2023,5,0.05,ガンバ大阪,11,0.0019
2023,5,0.05,ガンバ大阪,12,0.005
2023,5,0.05,ガンバ大阪,13,0.0182
2023,5,0.05,ガンバ大阪,14,0.0473
2023,5,0.05,ガンバ大阪,15,0.1794
2023,5,0.05,ガンバ大阪,16,0.3046
2023,5,0.05,ガンバ大阪,17,0.254
2023,5,0.05,ガンバ大阪,18,0.1877
2023,5,0.05,サガン鳥栖,1,0.0
2023,5,0.05,サガン鳥栖,2,0.0
2023,5,0.05,サガン鳥栖,3,0.0
2023,5,0.05,サガン鳥栖,4,0.0001
2023,5,0.05,サガン鳥栖,5,0.0001
2023,5,0.05,サガン鳥栖,6,0.0007
2023,5,0.05,サガン鳥栖,7,0.0006
2023,5,0.05,サガン鳥栖,8,0.0016
2023,5,0.05,サガン鳥栖,9,0.0039
2023,5,0.05,サガン鳥栖,10,0.0059
2023,5,0.05,サガン鳥栖,11,0.0105
2023,5,0.05,サガン鳥栖,12,0.0233
2023,5,0.05,サガン鳥栖,13,0.0528
2023,5,0.05,サガン鳥栖,14,0.1328
2023,5,0.05,サガン鳥栖,15,0.3638
2023,5,0.05,サガン鳥栖,16,0.2326
2023,5,0.05,サガン鳥栖,17,0.1208
2023,5,0.05,サガン鳥栖,18,0.0505
2023,5,0.05,サンフレッチェ広島,1,0.0052
2023,5,0.05,サンフレッチェ広島,2,0.0491
2023,5,0.05,サンフレッチェ広島,3,0.0645
2023,5,0.05,サンフレッチェ広島,4,0.0838
2023,5,0.05,サンフレッチェ広島,5,0.0941
2023,5,0.05,サンフレッチェ広島,6,0.1051
2023,5,0.05,サンフレッチェ広島,7,0.1026
2023,5,0.05,サンフレッチェ広島,8,0.105
2023,5,0.05,サンフレッチェ広島,9,0.1018
2023,5,0.05,サンフレッチェ広島,10,0.0908
2023,5,0.05,サンフレッチェ広島,11,0.0777
2023,5,0.05,サンフレッチェ広島,12,0.055
2023,5,0.05,サンフレッチェ広島,13,0.0414
2023,5,0.05,サンフレッチェ広島,14,0.0209
2023,5,0.05,サンフレッチェ広島,15,0.0029
2023,5,0.05,サンフレッチェ広島,16,0.0001
2023,5,0.05,サンフレッチェ広島,17,0.0
2023,5,0.05,サンフレッチェ広島,18,0.0
2023,5,0.05,セレッソ大阪,1,0.0
2023,5,0.05,セレッソ大阪,2,0.0022
2023,5,0.05,セレッソ大阪,3,0.0045
2023,5,0.05,セレッソ大阪,4,0.0077
2023,5,0.05,セレッソ大阪,5,0.015
2023,5,0.05,セレッソ大阪,6,0.0199
2023,5,0.05,セレッソ大阪,7,0.03
2023,5,0.05,セレッソ大阪,8,0.0474
2023,5,0.05,セレッソ大阪,9,0.0609
2023,5,0.05,セレッソ大阪,10,0.0821
2023,5,0.05,セレッソ大阪,11,0.1085
2023,5,0.05,セレッソ大阪,12,0.1498
2023,5,0.05,セレッソ大阪,13,0.1853
2023,5,0.05,セレッソ大阪,14,0.1868
2023,5,0.05,セレッソ大阪,15,0.0724
2023,5,0.05,セレッソ大阪,16,0.0202
2023,5,0.05,セレッソ大阪,17,0.0062
2023,5,0.05,セレッソ大阪,18,0.0011
2023,5,0.05,ヴィッセル神戸,1,0.8829
2023,5,0.05,ヴィッセル神戸,2,0.0834
2023,5,0.05,ヴィッセル神戸,3,0.0192
2023,5,0.05,ヴィッセル神戸,4,0.008
2023,5,0.05,ヴィッセル神戸,5,0.0035
2023,5,0.05,ヴィッセル神戸,6,0.0017
2023,5,0.05,ヴィッセル神戸,7,0.0006
2023,5,0.05,ヴィッセル神戸,8,0.0003
2023,5,0.05,ヴィッセル神戸,9,0.0003
2023,5,0.05,ヴィッセル神戸,10,0.0001
2023,5,0.05,ヴィッセル神戸,11,0.0
2023,5,0.05,ヴィッセル神戸,12,0.0
2023,5,0.05,ヴィッセル神戸,13,0.0
2023,5,0.05,ヴィッセル神戸,14,0.0
2023,5,0.05,ヴィッセル神戸,15,0.0
2023,5,0.05,ヴィッセル神戸,16,0.0
2023,5,0.05,ヴィッセル神戸,17,0.0
2023,5,0.05,ヴィッセル神戸,18,0.0
2023,5,0.05,京都サンガF.C.,1,0.023
2023,5,0.05,京都サンガF.C.,2,0.1625
2023,5,0.05,京都サンガF.C.,3,0.1495
2023,5,0.05,京都サンガF.C.,4,0.1329
2023,5,0.05,京都サンガF.C.,5,0.1207
2023,5,0.05,京都サンガF.C.,6,0.1016
2023,5,0.05,京都サンガF.C.,7,0.0851
2023,5,0.05,京都サンガF.C.,8,0.0722
2023,5,0.05,京都サンガF.C.,9,0.0548
2023,5,0.05,京都サンガF.C.,10,0.038
2023,5,0.05,京都サンガF.C.,11,0.0266
2023,5,0.05,京都サンガF.C.,12,0.0171
2023,5,0.05,京都サンガF.C.,13,0.0114
2023,5,0.05,京都サンガF.C.,14,0.0037
2023,5,0.05,京都サンガF.C.,15,0.0008
2023,5,0.05,京都サンガF.C.,16,0.0001
2023,5,0.05,京都サンガF.C.,17,0.0
2023,5,0.05,京都サンガF.C.,18,0.0
2023,5,0.05,北海道コンサドーレ札幌,1,0.0005
2023,5,0.05,北海道コンサドーレ札幌,2,0.0097
2023,5,0.05,北海道コンサドーレ札幌,3,0.0179
2023,5,0.05,北海道コンサドーレ札幌,4,0.0272
2023,5,0.05,北海道コンサドーレ札幌,5,0.0383
2023,5,0.05,北海道コンサドーレ札幌,6,0.052
2023,5,0.05,北海道コンサドーレ札幌,7,0.0645
2023,5,0.05,北海道コンサドーレ札幌,8,0.0798
2023,5,0.05,北海道コンサドーレ札幌,9,0.0924
2023,5,0.05,北海道コンサドーレ札幌,10,0.1151
2023,5,0.05,北海道コンサドーレ札幌,11,0.1246
2023,5,0.05,北海道コンサドーレ札幌,12,0.1286
2023,5,0.05,北海道コンサドーレ札幌,13,0.1238
2023,5,0.05,北海道コンサドーレ札幌,14,0.0876
2023,5,0.05,北海道コンサドーレ札幌,15,0.0306
2023,5,0.05,北海道コンサドーレ札幌,16,0.006
2023,5,0.05,北海道コンサドーレ札幌,17,0.001
2023,5,0.05,北海道コンサドーレ札幌,18,0.0004
2023,5,0.05,名古屋グランパス,1,0.0287
2023,5,0.05,名古屋グランパス,2,0.191
2023,5,0.05,名古屋グランパス,3,0.1837
2023,5,0.05,名古屋グランパス,4,0.1521
2023,5,0.05,名古屋グランパス,5,0.1137
2023,5,0.05,名古屋グランパス,6,0.0935
2023,5,0.05,名古屋グランパス,7,0.0747
2023,5,0.05,名古屋グランパス,8,0.0586
2023,5,0.05,名古屋グランパス,9,0.0416
2023,5,0.05,名古屋グランパス,10,0.0274
2023,5,0.05,名古屋グランパス,11,0.0183
2023,5,0.05,名古屋グランパス,12,0.0101
2023,5,0.05,名古屋グランパス,13,0.0048
2023,5,0.05,名古屋グランパス,14,0.0018
2023,5,0.05,名古屋グランパス,15,0.0
2023,5,0.05,名古屋グランパス,16,0.0
2023,5,0.05,名古屋グランパス,17,0.0
2023,5,0.05,名古屋グランパス,18,0.0
2023,5,0.05,川崎フロンターレ,1,0.0001
2023,5,0.05,川崎フロンターレ,2,0.004
2023,5,0.05,川崎フロンターレ,3,0.0125
2023,5,0.05,川崎フロンターレ,4,0.0172
2023,5,0.05,川崎フロンターレ,5,0.0245
2023,5,0.05,川崎フロンターレ,6,0.0333
2023,5,0.05,川崎フロンターレ,7,0.0519
2023,5,0.05,川崎フロンターレ,8,0.0685
2023,5,0.05,川崎フロンターレ,9,0.0786
2023,5,0.05,川崎フロンターレ,10,0.108
2023,5,0.05,川崎フロンターレ,11,0.1262
2023,5,0.05,川崎フロンターレ,12,0.1523
2023,5,0.05,川崎フロンターレ,13,0.147
2023,5,0.05,川崎フロンターレ,14,0.1223
2023,5,0.05,川崎フロンターレ,15,0.0399
2023,5,0.05,川崎フロンターレ,16,0.0108
2023,5,0.05,川崎フロンターレ,17,0.0021
2023,5,0.05,川崎フロンターレ,18,0.0008
2023,5,0.05,柏レイソル,1,0.0
2023,5,0.05,柏レイソル,2,0.0
2023,5,0.05,柏レイソル,3,0.0
2023,5,0.05,柏レイソル,4,0.0
2023,5,0.05,柏レイソル,5,0.0
2023,5,0.05,柏レイソル,6,0.0
2023,5,0.05,柏レイソル,7,0.0
2023,5,0.05,柏レイソル,8,0.0001
2023,5,0.05,柏レイソル,9,0.0001
2023,5,0.05,柏レイソル,10,0.0001
2023,5,0.05,柏レイソル,11,0.0004
2023,5,0.05,柏レイソル,12,0.0018
2023,5,0.05,柏レイソル,13,0.0054
2023,5,0.05,柏レイソル,14,0.0212
2023,5,0.05,柏レイソル,15,0.104
2023,5,0.05,柏レイソル,16,0.2117
2023,5,0.05,柏レイソル,17,0.3253
2023,5,0.05,柏レイソル,18,0.3299
2023,5,0.05,横浜Ｆ・マリノス,1,0.031
2023,5,0.05,横浜Ｆ・マリノス,2,0.2115
