year,beta_elo,team,position,probability
2023,0.0,北海道コンサドーレ札幌,18,0.0
2023,0.0,名古屋グランパス,1,0.0883
2023,0.0,名古屋グランパス,2,0.2063
2023,0.0,名古屋グランパス,3,0.2963
2023,0.0,名古屋グランパス,4,0.1916
2023,0.0,名古屋グランパス,5,0.1085
2023,0.0,名古屋グランパス,6,0.0595
2023,0.0,名古屋グランパス,7,0.0304
2023,0.0,名古屋グランパス,8,0.012
2023,0.0,名古屋グランパス,9,0.0057
2023,0.0,名古屋グランパス,10,0.0012
2023,0.0,名古屋グランパス,11,0.0001
2023,0.0,名古屋グランパス,12,0.0001
2023,0.0,名古屋グランパス,13,0.0
2023,0.0,名古屋グランパス,14,0.0
2023,0.0,名古屋グランパス,15,0.0
2023,0.0,名古屋グランパス,16,0.0
2023,0.0,名古屋グランパス,17,0.0
2023,0.0,名古屋グランパス,18,0.0
2023,0.0,川崎フロンターレ,1,0.0004
2023,0.0,川崎フロンターレ,2,0.0044
2023,0.0,川崎フロンターレ,3,0.0146
2023,0.0,川崎フロンターレ,4,0.0419
2023,0.0,川崎フロンターレ,5,0.0819
2023,0.0,川崎フロンターレ,6,0.1167
2023,0.0,川崎フロンターレ,7,0.1678
2023,0.0,川崎フロンターレ,8,0.1971
2023,0.0,川崎フロンターレ,9,0.191
2023,0.0,川崎フロンターレ,10,0.1137
2023,0.0,川崎フロンターレ,11,0.0453
2023,0.0,川崎フロンターレ,12,0.0163
2023,0.0,川崎フロンターレ,13,0.0061
2023,0.0,川崎フロンターレ,14,0.0021
2023,0.0,川崎フロンターレ,15,0.0005
2023,0.0,川崎フロンターレ,16,0.0002
2023,0.0,川崎フロンターレ,17,0.0
2023,0.0,川崎フロンターレ,18,0.0
2023,0.0,柏レイソル,1,0.0
2023,0.0,柏レイソル,2,0.0
2023,0.0,柏レイソル,3,0.0
2023,0.0,柏レイソル,4,0.0
2023,0.0,柏レイソル,5,0.0
2023,0.0,柏レイソル,6,0.0
2023,0.0,柏レイソル,7,0.0
2023,0.0,柏レイソル,8,0.0
2023,0.0,柏レイソル,9,0.0007
2023,0.0,柏レイソル,10,0.0019
2023,0.0,柏レイソル,11,0.0069
2023,0.0,柏レイソル,12,0.0204
2023,0.0,柏レイソル,13,0.0343
2023,0.0,柏レイソル,14,0.0686
2023,0.0,柏レイソル,15,0.1178
2023,0.0,柏レイソル,16,0.1848
2023,0.0,柏レイソル,17,0.2953
2023,0.0,柏レイソル,18,0.2693
2023,0.0,横浜Ｆ・マリノス,1,0.5875
2023,0.0,横浜Ｆ・マリノス,2,0.2712
2023,0.0,横浜Ｆ・マリノス,3,0.0936
2023,0.0,横浜Ｆ・マリノス,4,0.0338
2023,0.0,横浜Ｆ・マリノス,5,0.01
2023,0.0,横浜Ｆ・マリノス,6,0.0023
2023,0.0,横浜Ｆ・マリノス,7,0.0011
2023,0.0,横浜Ｆ・マリノス,8,0.0002
2023,0.0,横浜Ｆ・マリノス,9,0.0002
2023,0.0,横浜Ｆ・マリノス,10,0.0001
2023,0.0,横浜Ｆ・マリノス,11,0.0
2023,0.0,横浜Ｆ・マリノス,12,0.0
2023,0.0,横浜Ｆ・マリノス,13,0.0
2023,0.0,横浜Ｆ・マリノス,14,0.0
2023,0.0,横浜Ｆ・マリノス,15,0.0
2023,0.0,横浜Ｆ・マリノス,16,0.0
2023,0.0,横浜Ｆ・マリノス,17,0.0
2023,0.0,横浜Ｆ・マリノス,18,0.0
2023,0.0,横浜ＦＣ,1,0.0
2023,0.0,横浜ＦＣ,2,0.0
2023,0.0,横浜ＦＣ,3,0.0
2023,0.0,横浜ＦＣ,4,0.0
2023,0.0,横浜ＦＣ,5,0.0
2023,0.0,横浜ＦＣ,6,0.0
2023,0.0,横浜ＦＣ,7,0.0
2023,0.0,横浜ＦＣ,8,0.0
2023,0.0,横浜ＦＣ,9,0.0
2023,0.0,横浜ＦＣ,10,0.0002
2023,0.0,横浜ＦＣ,11,0.0015
2023,0.0,横浜ＦＣ,12,0.0053
2023,0.0,横浜ＦＣ,13,0.0152
2023,0.0,横浜ＦＣ,14,0.0317
2023,0.0,横浜ＦＣ,15,0.0594
2023,0.0,横浜ＦＣ,16,0.1193
2023,0.0,横浜ＦＣ,17,0.2447
2023,0.0,横浜ＦＣ,18,0.5227
2023,0.0,浦和レッズ,1,0.0254
2023,0.0,浦和レッズ,2,0.0853
2023,0.0,浦和レッズ,3,0.1931
2023,0.0,浦和レッズ,4,0.236
2023,0.0,浦和レッズ,5,0.1825
2023,0.0,浦和レッズ,6,0.1219
2023,0.0,浦和レッズ,7,0.0771
2023,0.0,浦和レッズ,8,0.0509
2023,0.0,浦和レッズ,9,0.0208
2023,0.0,浦和レッズ,10,0.0056
2023,0.0,浦和レッズ,11,0.0011
2023,0.0,浦和レッズ,12,0.0003
2023,0.0,浦和レッズ,13,0.0
2023,0.0,浦和レッズ,14,0.0
2023,0.0,浦和レッズ,15,0.0
2023,0.0,浦和レッズ,16,0.0
2023,0.0,浦和レッズ,17,0.0
2023,0.0,浦和レッズ,18,0.0
2023,0.0,湘南ベルマーレ,1,0.0
2023,0.0,湘南ベルマーレ,2,0.0
2023,0.0,湘南ベルマーレ,3,0.0
2023,0.0,湘南ベルマーレ,4,0.0
2023,0.0,湘南ベルマーレ,5,0.0
2023,0.0,湘南ベルマーレ,6,0.0
2023,0.0,湘南ベルマーレ,7,0.0006
2023,0.0,湘南ベルマーレ,8,0.0015
2023,0.0,湘南ベルマーレ,9,0.0067
2023,0.0,湘南ベルマーレ,10,0.0196
2023,0.0,湘南ベルマーレ,11,0.058
2023,0.0,湘南ベルマーレ,12,0.0952
2023,0.0,湘南ベルマーレ,13,0.1349
2023,0.0,湘南ベルマーレ,14,0.1701
2023,0.0,湘南ベルマーレ,15,0.1722
2023,0.0,湘南ベルマーレ,16,0.161
2023,0.0,湘南ベルマーレ,17,0.1202
2023,0.0,湘南ベルマーレ,18,0.06
2023,0.0,鹿島アントラーズ,1,0.0023
2023,0.0,鹿島アントラーズ,2,0.0154
2023,0.0,鹿島アントラーズ,3,0.0475
2023,0.0,鹿島アントラーズ,4,0.1046
2023,0.0,鹿島アントラーズ,5,0.1543
2023,0.0,鹿島アントラーズ,6,0.1845
2023,0.0,鹿島アントラーズ,7,0.1804
2023,0.0,鹿島アントラーズ,8,0.1435
2023,0.0,鹿島アントラーズ,9,0.1067
2023,0.0,鹿島アントラーズ,10,0.0438
2023,0.0,鹿島アントラーズ,11,0.0113
2023,0.0,鹿島アントラーズ,12,0.0045
2023,0.0,鹿島アントラーズ,13,0.0008
2023,0.0,鹿島アントラーズ,14,0.0004
2023,0.0,鹿島アントラーズ,15,0.0
2023,0.0,鹿島アントラーズ,16,0.0
2023,0.0,鹿島アントラーズ,17,0.0
2023,0.0,鹿島アントラーズ,18,0.0
2023,0.0,ＦＣ東京,1,0.0
2023,0.0,ＦＣ東京,2,0.0
2023,0.0,ＦＣ東京,3,0.0
2023,0.0,ＦＣ東京,4,0.0005
2023,0.0,ＦＣ東京,5,0.0013
2023,0.0,ＦＣ東京,6,0.0048
2023,0.0,ＦＣ東京,7,0.0109
2023,0.0,ＦＣ東京,8,0.0266
2023,0.0,ＦＣ東京,9,0.0719
2023,0.0,ＦＣ東京,10,0.1631
2023,0.0,ＦＣ東京,11,0.2483
2023,0.0,ＦＣ東京,12,0.1917
2023,0.0,ＦＣ東京,13,0.1347
2023,0.0,ＦＣ東京,14,0.0777
2023,0.0,ＦＣ東京,15,0.0392
2023,0.0,ＦＣ東京,16,0.0217
2023,0.0,ＦＣ東京,17,0.0064
2023,0.0,ＦＣ東京,18,0.0012
2023,0.05,アビスパ福岡,1,0.0
2023,0.05,アビスパ福岡,2,0.0
2023,0.05,アビスパ福岡,3,0.0
2023,0.05,アビスパ福岡,4,0.0001
2023,0.05,アビスパ福岡,5,0.0005
2023,0.05,アビスパ福岡,6,0.0017
2023,0.05,アビスパ福岡,7,0.0033
2023,0.05,アビスパ福岡,8,0.0089
2023,0.05,アビスパ福岡,9,0.0294
2023,0.05,アビスパ福岡,10,0.0784
2023,0.05,アビスパ福岡,11,0.1713
2023,0.05,アビスパ福岡,12,0.218
2023,0.05,アビスパ福岡,13,0.1962
2023,0.05,アビスパ福岡,14,0.133
2023,0.05,アビスパ福岡,15,0.0894
2023,0.05,アビスパ福岡,16,0.0479
2023,0.05,アビスパ福岡,17,0.0183
2023,0.05,アビスパ福岡,18,0.0036
2023,0.05,アルビレックス新潟,1,0.0
2023,0.05,アルビレックス新潟,2,0.0
2023,0.05,アルビレックス新潟,3,0.0
2023,0.05,アルビレックス新潟,4,0.0001
2023,0.05,アルビレックス新潟,5,0.0001
2023,0.05,アルビレックス新潟,6,0.0001
2023,0.05,アルビレックス新潟,7,0.0016
2023,0.05,アルビレックス新潟,8,0.0046
2023,0.05,アルビレックス新潟,9,0.0223
2023,0.05,アルビレックス新潟,10,0.0627
2023,0.05,アルビレックス新潟,11,0.1278
2023,0.05,アルビレックス新潟,12,0.1865
2023,0.05,アルビレックス新潟,13,0.2033
2023,0.05,アルビレックス新潟,14,0.1606
2023,0.05,アルビレックス新潟,15,0.1119
2023,0.05,アルビレックス新潟,16,0.0744
2023,0.05,アルビレックス新潟,17,0.0344
2023,0.05,アルビレックス新潟,18,0.0096
2023,0.05,ガンバ大阪,1,0.0
2023,0.05,ガンバ大阪,2,0.0
2023,0.05,ガンバ大阪,3,0.0
2023,0.05,ガンバ大阪,4,0.0
2023,0.05,ガンバ大阪,5,0.0
2023,0.05,ガンバ大阪,6,0.0
2023,0.05,ガンバ大阪,7,0.0001
2023,0.05,ガンバ大阪,8,0.0003
2023,0.05,ガンバ大阪,9,0.0014
2023,0.05,ガンバ大阪,10,0.0084
2023,0.05,ガンバ大阪,11,0.0295
2023,0.05,ガンバ大阪,12,0.0695
2023,0.05,ガンバ大阪,13,0.1067
2023,0.05,ガンバ大阪,14,0.1606
2023,0.05,ガンバ大阪,15,0.2012
2023,0.05,ガンバ大阪,16,0.2011
2023,0.05,ガンバ大阪,17,0.1517
2023,0.05,ガンバ大阪,18,0.0695
2023,0.05,サガン鳥栖,1,0.0
2023,0.05,サガン鳥栖,2,0.0
2023,0.05,サガン鳥栖,3,0.0002
2023,0.05,サガン鳥栖,4,0.0038
2023,0.05,サガン鳥栖,5,0.0102
2023,0.05,サガン鳥栖,6,0.0245
2023,0.05,サガン鳥栖,7,0.0504
2023,0.05,サガン鳥栖,8,0.0923
2023,0.05,サガン鳥栖,9,0.1741
2023,0.05,サガン鳥栖,10,0.2997
2023,0.05,サガン鳥栖,11,0.1807
2023,0.05,サガン鳥栖,12,0.0894
2023,0.05,サガン鳥栖,13,0.0462
2023,0.05,サガン鳥栖,14,0.0178
2023,0.05,サガン鳥栖,15,0.0073
2023,0.05,サガン鳥栖,16,0.0028
2023,0.05,サガン鳥栖,17,0.0006
2023,0.05,サガン鳥栖,18,0.0
2023,0.05,サンフレッチェ広島,1,0.0072
2023,0.05,サンフレッチェ広島,2,0.0331
2023,0.05,サンフレッチェ広島,3,0.0966
2023,0.05,サンフレッチェ広島,4,0.1589
2023,0.05,サンフレッチェ広島,5,0.1972
2023,0.05,サンフレッチェ広島,6,0.177
2023,0.05,サンフレッチェ広島,7,0.1454
2023,0.05,サンフレッチェ広島,8,0.102
2023,0.05,サンフレッチェ広島,9,0.054
2023,0.05,サンフレッチェ広島,10,0.0225
2023,0.05,サンフレッチェ広島,11,0.0043
2023,0.05,サンフレッチェ広島,12,0.0014
2023,0.05,サンフレッチェ広島,13,0.0004
2023,0.05,サンフレッチェ広島,14,0.0
2023,0.05,サンフレッチェ広島,15,0.0
2023,0.05,サンフレッチェ広島,16,0.0
2023,0.05,サンフレッチェ広島,17,0.0
2023,0.05,サンフレッチェ広島,18,0.0
2023,0.05,セレッソ大阪,1,0.0022
2023,0.05,セレッソ大阪,2,0.0135
2023,0.05,セレッソ大阪,3,0.046
2023,0.05,セレッソ大阪,4,0.1011
2023,0.05,セレッソ大阪,5,0.1511
2023,0.05,セレッソ大阪,6,0.1789
2023,0.05,セレッソ大阪,7,0.1822
2023,0.05,セレッソ大阪,8,0.1584
2023,0.05,セレッソ大阪,9,0.1054
2023,0.05,セレッソ大阪,10,0.0427
2023,0.05,セレッソ大阪,11,0.0142
2023,0.05,セレッソ大阪,12,0.0034
2023,0.05,セレッソ大阪,13,0.0009
2023,0.05,セレッソ大阪,14,0.0
2023,0.05,セレッソ大阪,15,0.0
2023,0.05,セレッソ大阪,16,0.0
2023,0.05,セレッソ大阪,17,0.0
2023,0.05,セレッソ大阪,18,0.0
2023,0.05,ヴィッセル神戸,1,0.2662
2023,0.05,ヴィッセル神戸,2,0.3907
2023,0.05,ヴィッセル神戸,3,0.1998
2023,0.05,ヴィッセル神戸,4,0.0805
2023,0.05,ヴィッセル神戸,5,0.0383
2023,0.05,ヴィッセル神戸,6,0.015
2023,0.05,ヴィッセル神戸,7,0.0068
2023,0.05,ヴィッセル神戸,8,0.002
2023,0.05,ヴィッセル神戸,9,0.0005
2023,0.05,ヴィッセル神戸,10,0.0001
2023,0.05,ヴィッセル神戸,11,0.0001
2023,0.05,ヴィッセル神戸,12,0.0
2023,0.05,ヴィッセル神戸,13,0.0
2023,0.05,ヴィッセル神戸,14,0.0
2023,0.05,ヴィッセル神戸,15,0.0
2023,0.05,ヴィッセル神戸,16,0.0
2023,0.05,ヴィッセル神戸,17,0.0
2023,0.05,ヴィッセル神戸,18,0.0
2023,0.05,京都サンガF.C.,1,0.0
2023,0.05,京都サンガF.C.,2,0.0
2023,0.05,京都サンガF.C.,3,0.0
2023,0.05,京都サンガF.C.,4,0.0
2023,0.05,京都サンガF.C.,5,0.0
2023,0.05,京都サンガF.C.,6,0.0
2023,0.05,京都サンガF.C.,7,0.0003
2023,0.05,京都サンガF.C.,8,0.0003
2023,0.05,京都サンガF.C.,9,0.0025
2023,0.05,京都サンガF.C.,10,0.0103
2023,0.05,京都サンガF.C.,11,0.0363
2023,0.05,京都サンガF.C.,12,0.0734
2023,0.05,京都サンガF.C.,13,0.1227
2023,0.05,京都サンガF.C.,14,0.1715
2023,0.05,京都サンガF.C.,15,0.2007
2023,0.05,京都サンガF.C.,16,0.1908
2023,0.05,京都サンガF.C.,17,0.1331
2023,0.05,京都サンガF.C.,18,0.0581
2023,0.05,北海道コンサドーレ札幌,1,0.0002
2023,0.05,北海道コンサドーレ札幌,2,0.0025
2023,0.05,北海道コンサドーレ札幌,3,0.0105
2023,0.05,北海道コンサドーレ札幌,4,0.036
2023,0.05,北海道コンサドーレ札幌,5,0.0643
2023,0.05,北海道コンサドーレ札幌,6,0.11
2023,0.05,北海道コンサドーレ札幌,7,0.1472
2023,0.05,北海道コンサドーレ札幌,8,0.1914
2023,0.05,北海道コンサドーレ札幌,9,0.217
2023,0.05,北海道コンサドーレ札幌,10,0.13
2023,0.05,北海道コンサドーレ札幌,11,0.06
2023,0.05,北海道コンサドーレ札幌,12,0.0211
2023,0.05,北海道コンサドーレ札幌,13,0.0067
2023,0.05,北海道コンサドーレ札幌,14,0.0023
2023,0.05,北海道コンサドーレ札幌,15,0.0005
2023,0.05,北海道コンサドーレ札幌,16,0.0002
2023,0.05,北海道コンサドーレ札幌,17,0.0001
2023,0.05,北海道コンサドーレ札幌,18,0.0
2023,0.05,名古屋グランパス,1,0.0782
2023,0.05,名古屋グランパス,2,0.2045
2023,0.05,名古屋グランパス,3,0.3062
2023,0.05,名古屋グランパス,4,0.1931
2023,0.05,名古屋グランパス,5,0.1097
2023,0.05,名古屋グランパス,6,0.0567
2023,0.05,名古屋グランパス,7,0.0316
2023,0.05,名古屋グランパス,8,0.0127
2023,0.05,名古屋グランパス,9,0.0062
2023,0.05,名古屋グランパス,10,0.001
2023,0.05,名古屋グランパス,11,0.0001
2023,0.05,名古屋グランパス,12,0.0
2023,0.05,名古屋グランパス,13,0.0
2023,0.05,名古屋グランパス,14,0.0
2023,0.05,名古屋グランパス,15,0.0
2023,0.05,名古屋グランパス,16,0.0
2023,0.05,名古屋グランパス,17,0.0
2023,0.05,名古屋グランパス,18,0.0
2023,0.05,川崎フロンターレ,1,0.0003
2023,0.05,川崎フロンターレ,2,0.0042
2023,0.05,川崎フロンターレ,3,0.015
2023,0.05,川崎フロンターレ,4,0.0475
2023,0.05,川崎フロンターレ,5,0.0793
2023,0.05,川崎フロンターレ,6,0.1202
2023,0.05,川崎フロンターレ,7,0.1669
2023,0.05,川崎フロンターレ,8,0.2007
2023,0.05,川崎フロンターレ,9,0.195
2023,0.05,川崎フロンターレ,10,0.11
2023,0.05,川崎フロンターレ,11,0.0422
2023,0.05,川崎フロンターレ,12,0.0132
2023,0.05,川崎フロンターレ,13,0.0042
2023,0.05,川崎フロンターレ,14,0.0012
2023,0.05,川崎フロンターレ,15,0.0001
2023,0.05,川崎フロンターレ,16,0.0
2023,0.05,川崎フロンターレ,17,0.0
2023,0.05,川崎フロンターレ,18,0.0
2023,0.05,柏レイソル,1,0.0
2023,0.05,柏レイソル,2,0.0
2023,0.05,柏レイソル,3,0.0
2023,0.05,柏レイソル,4,0.0
2023,0.05,柏レイソル,5,0.0
2023,0.05,柏レイソル,6,0.0
2023,0.05,柏レイソル,7,0.0
2023,0.05,柏レイソル,8,0.0001
2023,0.05,柏レイソル,9,0.0002
2023,0.05,柏レイソル,10,0.002
2023,0.05,柏レイソル,11,0.0054
2023,0.05,柏レイソル,12,0.018
2023,0.05,柏レイソル,13,0.0374
2023,0.05,柏レイソル,14,0.0662
2023,0.05,柏レイソル,15,0.1129
2023,0.05,柏レイソル,16,0.1847
2023,0.05,柏レイソル,17,0.3008
2023,0.05,柏レイソル,18,0.2723
2023,0.05,横浜Ｆ・マリノス,1,0.6194
2023,0.05,横浜Ｆ・マリノス,2,0.2522
2023,0.05,横浜Ｆ・マリノス,3,0.0857
2023,0.05,横浜Ｆ・マリノス,4,0.0299
2023,0.05,横浜Ｆ・マリノス,5,0.009
2023,0.05,横浜Ｆ・マリノス,6,0.0029
2023,0.05,横浜Ｆ・マリノス,7,0.0007
2023,0.05,横浜Ｆ・マリノス,8,0.0001
2023,0.05,横浜Ｆ・マリノス,9,0.0001
2023,0.05,横浜Ｆ・マリノス,10,0.0
2023,0.05,横浜Ｆ・マリノス,11,0.0
2023,0.05,横浜Ｆ・マリノス,12,0.0
2023,0.05,横浜Ｆ・マリノス,13,0.0
2023,0.05,横浜Ｆ・マリノス,14,0.0
2023,0.05,横浜Ｆ・マリノス,15,0.0
2023,0.05,横浜Ｆ・マリノス,16,0.0
2023,0.05,横浜Ｆ・マリノス,17,0.0
2023,0.05,横浜Ｆ・マリノス,18,0.0
2023,0.05,横浜ＦＣ,1,0.0
2023,0.05,横浜ＦＣ,2,0.0
2023,0.05,横浜ＦＣ,3,0.0
2023,0.05,横浜ＦＣ,4,0.0
2023,0.05,横浜ＦＣ,5,0.0
2023,0.05,横浜ＦＣ,6,0.0
2023,0.05,横浜ＦＣ,7,0.0
2023,0.05,横浜ＦＣ,8,0.0
2023,0.05,横浜ＦＣ,9,0.0
2023,0.05,横浜ＦＣ,10,0.0002
2023,0.05,横浜ＦＣ,11,0.0011
2023,0.05,横浜ＦＣ,12,0.0048
2023,0.05,横浜ＦＣ,13,0.0119
2023,0.05,横浜ＦＣ,14,0.0328
2023,0.05,横浜ＦＣ,15,0.0552
2023,0.05,横浜ＦＣ,16,0.1218
2023,0.05,横浜ＦＣ,17,0.2445
2023,0.05,横浜ＦＣ,18,0.5277
2023,0.05,浦和レッズ,1,0.024
2023,0.05,浦和レッズ,2,0.0846
2023,0.05,浦和レッズ,3,0.1897
2023,0.05,浦和レッズ,4,0.243
2023,0.05,浦和レッズ,5,0.1824
2023,0.05,浦和レッズ,6,0.1289
2023,0.05,浦和レッズ,7,0.0791
2023,0.05,浦和レッズ,8,0.0424
2023,0.05,浦和レッズ,9,0.0193
2023,0.05,浦和レッズ,10,0.005
2023,0.05,浦和レッズ,11,0.0014
2023,0.05,浦和レッズ,12,0.0002
2023,0.05,浦和レッズ,13,0.0
