year,team,division,rating_start,first_seen_year,is_new_team
1999,ジェフユナイテッド千葉,J1,1360.614,1993,False
1999,アビスパ福岡,J1,1330.626,1996,False
1999,北海道コンサドーレ札幌,J2,1459.311,1998,False
1999,アルビレックス新潟,J2,1450.0,1999,True
1999,サガン鳥栖,J2,1450.0,1999,True
1999,ベガルタ仙台,J2,1450.0,1999,True
1999,モンテディオ山形,J2,1450.0,1999,True
1999,ヴァンフォーレ甲府,J2,1450.0,1999,True
1999,大分トリニータ,J2,1450.0,1999,True
1999,大宮アルディージャ,J2,1450.0,1999,True
1999,川崎フロンターレ,J2,1450.0,1999,True
1999,ＦＣ東京,J2,1450.0,1999,True
2000,清水エスパルス,J1,1635.238,1993,False
2000,横浜Ｆ・マリノス,J1,1612.312,1993,False
2000,名古屋グランパス,J1,1598.744,1993,False
2000,川崎フロンターレ,J1,1573.041,1999,False
2000,鹿島アントラーズ,J1,1572.929,1993,False
2000,ジュビロ磐田,J1,1566.822,1994,False
2000,柏レイソル,J1,1556.929,1995,False
2000,セレッソ大阪,J1,1550.022,1995,False
2000,サンフレッチェ広島,J1,1515.474,1993,False
2000,ＦＣ東京,J1,1499.245,1999,False
2000,東京ヴェルディ,J1,1474.028,1993,False
2000,ヴィッセル神戸,J1,1457.773,1997,False
2000,ガンバ大阪,J1,1447.455,1993,False
2000,ジェフユナイテッド千葉,J1,1423.09,1993,False
2000,京都サンガF.C.,J1,1420.7,1996,False
2000,アビスパ福岡,J1,1381.59,1996,False
2000,大分トリニータ,J2,1532.381,1999,False
2000,北海道コンサドーレ札幌,J2,1498.499,1998,False
2000,大宮アルディージャ,J2,1479.571,1999,False
2000,アルビレックス新潟,J2,1473.767,1999,False
2000,浦和レッズ,J2,1465.13,1993,False
2000,水戸ホーリーホック,J2,1450.0,2000,True
2000,モンテディオ山形,J2,1416.351,1999,False
2000,サガン鳥栖,J2,1401.781,1999,False
2000,ベガルタ仙台,J2,1399.376,1999,False
2000,湘南ベルマーレ,J2,1322.943,1994,False
2000,ヴァンフォーレ甲府,J2,1308.902,1999,False
2001,柏レイソル,J1,1619.289,1995,False
2001,鹿島アントラーズ,J1,1615.543,1993,False
2001,ジュビロ磐田,J1,1608.696,1994,False
2001,北海道コンサドーレ札幌,J1,1606.99,1998,False
2001,横浜Ｆ・マリノス,J1,1581.784,1993,False
2001,浦和レッズ,J1,1554.664,1993,False
2001,清水エスパルス,J1,1540.886,1993,False
2001,名古屋グランパス,J1,1532.033,1993,False
2001,セレッソ大阪,J1,1527.515,1995,False
2001,ガンバ大阪,J1,1519.177,1993,False
2001,ＦＣ東京,J1,1516.03,1999,False
2001,サンフレッチェ広島,J1,1506.75,1993,False
2001,東京ヴェルディ,J1,1503.682,1993,False
2001,アビスパ福岡,J1,1461.561,1996,False
2001,ヴィッセル神戸,J1,1443.305,1997,False
2001,ジェフユナイテッド千葉,J1,1412.248,1993,False
2001,大分トリニータ,J2,1574.245,1999,False
2001,大宮アルディージャ,J2,1480.71,1999,False
2001,横浜ＦＣ,J2,1450.0,2001,True
2001,川崎フロンターレ,J2,1440.602,1999,False
2001,アルビレックス新潟,J2,1434.782,1999,False
2001,ベガルタ仙台,J2,1427.881,1999,False
2001,サガン鳥栖,J2,1418.93,1999,False
2001,京都サンガF.C.,J2,1413.486,1996,False
2001,水戸ホーリーホック,J2,1376.12,2000,False
2001,モンテディオ山形,J2,1371.085,1999,False
2001,湘南ベルマーレ,J2,1352.786,1994,False
2001,ヴァンフォーレ甲府,J2,1263.204,1999,False
2002,ジュビロ磐田,J1,1704.84,1994,False
2002,鹿島アントラーズ,J1,1623.192,1993,False
2002,清水エスパルス,J1,1578.39,1993,False
2002,柏レイソル,J1,1577.148,1995,False
2002,名古屋グランパス,J1,1560.399,1993,False
2002,サンフレッチェ広島,J1,1538.829,1993,False
2002,ＦＣ東京,J1,1527.461,1999,False
2002,浦和レッズ,J1,1524.011,1993,False
2002,京都サンガF.C.,J1,1523.417,1996,False
2002,ガンバ大阪,J1,1518.776,1993,False
2002,ジェフユナイテッド千葉,J1,1518.621,1993,False
2002,横浜Ｆ・マリノス,J1,1502.058,1993,False
2002,北海道コンサドーレ札幌,J1,1500.701,1998,False
2002,ベガルタ仙台,J1,1494.721,1999,False
2002,東京ヴェルディ,J1,1474.451,1993,False
2002,ヴィッセル神戸,J1,1461.336,1997,False
2002,アルビレックス新潟,J2,1518.85,1999,False
2002,モンテディオ山形,J2,1514.959,1999,False
2002,大宮アルディージャ,J2,1508.647,1999,False
2002,大分トリニータ,J2,1507.967,1999,False
2002,川崎フロンターレ,J2,1438.039,1999,False
2002,セレッソ大阪,J2,1434.687,1995,False
2002,アビスパ福岡,J2,1422.729,1996,False
2002,湘南ベルマーレ,J2,1405.329,1994,False
2002,横浜ＦＣ,J2,1339.826,2001,False
2002,サガン鳥栖,J2,1336.24,1999,False
2002,水戸ホーリーホック,J2,1288.859,2000,False
2002,ヴァンフォーレ甲府,J2,1276.401,1999,False
2003,ジュビロ磐田,J1,1743.889,1994,False
2003,ガンバ大阪,J1,1600.211,1993,False
2003,鹿島アントラーズ,J1,1594.561,1993,False
2003,横浜Ｆ・マリノス,J1,1589.918,1993,False
2003,大分トリニータ,J1,1556.725,1999,False
2003,セレッソ大阪,J1,1552.134,1995,False
2003,名古屋グランパス,J1,1544.228,1993,False
2003,京都サンガF.C.,J1,1543.897,1996,False
2003,浦和レッズ,J1,1527.49,1993,False
2003,ＦＣ東京,J1,1522.731,1999,False
2003,東京ヴェルディ,J1,1519.542,1993,False
2003,ジェフユナイテッド千葉,J1,1518.243,1993,False
2003,清水エスパルス,J1,1512.091,1993,False
2003,柏レイソル,J1,1508.909,1995,False
2003,ヴィッセル神戸,J1,1482.506,1997,False
2003,ベガルタ仙台,J1,1454.482,1999,False
2003,アルビレックス新潟,J2,1520.531,1999,False
2003,川崎フロンターレ,J2,1513.841,1999,False
2003,サンフレッチェ広島,J2,1472.982,1993,False
2003,湘南ベルマーレ,J2,1470.909,1994,False
2003,大宮アルディージャ,J2,1453.03,1999,False
2003,ヴァンフォーレ甲府,J2,1410.925,1999,False
2003,北海道コンサドーレ札幌,J2,1398.418,1998,False
2003,モンテディオ山形,J2,1360.193,1999,False
2003,サガン鳥栖,J2,1346.905,1999,False
2003,アビスパ福岡,J2,1336.171,1996,False
2003,水戸ホーリーホック,J2,1318.222,2000,False
2003,横浜ＦＣ,J2,1304.068,2001,False
2004,ジュビロ磐田,J1,1672.24,1994,False
2004,横浜Ｆ・マリノス,J1,1631.971,1993,False
2004,ＦＣ東京,J1,1595.737,1999,False
2004,ジェフユナイテッド千葉,J1,1594.191,1993,False
2004,鹿島アントラーズ,J1,1572.637,1993,False
2004,浦和レッズ,J1,1572.576,1993,False
2004,ガンバ大阪,J1,1571.59,1993,False
2004,名古屋グランパス,J1,1560.239,1993,False
2004,アルビレックス新潟,J1,1549.863,1999,False
2004,東京ヴェルディ,J1,1543.474,1993,False
2004,セレッソ大阪,J1,1536.03,1995,False
2004,清水エスパルス,J1,1520.408,1993,False
2004,サンフレッチェ広島,J1,1515.823,1993,False
2004,柏レイソル,J1,1500.439,1995,False
2004,大分トリニータ,J1,1483.773,1999,False
2004,ヴィッセル神戸,J1,1444.437,1997,False
2004,川崎フロンターレ,J2,1554.923,1999,False
2004,アビスパ福岡,J2,1496.259,1996,False
2004,ヴァンフォーレ甲府,J2,1470.358,1999,False
2004,京都サンガF.C.,J2,1430.723,1996,False
2004,ベガルタ仙台,J2,1425.359,1999,False
2004,大宮アルディージャ,J2,1413.552,1999,False
2004,北海道コンサドーレ札幌,J2,1382.057,1998,False
2004,モンテディオ山形,J2,1378.519,1999,False
2004,水戸ホーリーホック,J2,1374.442,2000,False
2004,湘南ベルマーレ,J2,1372.189,1994,False
2004,横浜ＦＣ,J2,1324.779,2001,False
2004,サガン鳥栖,J2,1237.501,1999,False
2005,浦和レッズ,J1,1664.561,1993,False
2005,横浜Ｆ・マリノス,J1,1641.266,1993,False
2005,ジェフユナイテッド千葉,J1,1599.783,1993,False
2005,川崎フロンターレ,J1,1599.746,1999,False
2005,鹿島アントラーズ,J1,1599.259,1993,False
2005,ジュビロ磐田,J1,1597.127,1994,False
2005,ガンバ大阪,J1,1595.877,1993,False
2005,名古屋グランパス,J1,1566.929,1993,False
2005,大宮アルディージャ,J1,1558.329,1999,False
2005,ＦＣ東京,J1,1556.627,1999,False
2005,東京ヴェルディ,J1,1535.592,1993,False
2005,アルビレックス新潟,J1,1518.647,1999,False
2005,サンフレッチェ広島,J1,1508.405,1993,False
2005,ヴィッセル神戸,J1,1506.93,1997,False
2005,セレッソ大阪,J1,1476.787,1995,False
2005,清水エスパルス,J1,1462.737,1993,False
2005,柏レイソル,J1,1460.902,1995,False
2005,大分トリニータ,J1,1444.185,1999,False
2005,アビスパ福岡,J2,1494.96,1996,False
2005,京都サンガF.C.,J2,1467.301,1996,False
2005,ザスパ群馬,J2,1450.0,2005,True
2005,徳島ヴォルティス,J2,1450.0,2005,True
2005,モンテディオ山形,J2,1446.025,1999,False
2005,ベガルタ仙台,J2,1423.834,1999,False
2005,ヴァンフォーレ甲府,J2,1411.001,1999,False
2005,横浜ＦＣ,J2,1388.121,2001,False
2005,湘南ベルマーレ,J2,1338.231,1994,False
2005,水戸ホーリーホック,J2,1326.207,2000,False
2005,北海道コンサドーレ札幌,J2,1318.056,1998,False
2005,サガン鳥栖,J2,1259.75,1999,False
2006,浦和レッズ,J1,1647.814,1993,False
2006,ジェフユナイテッド千葉,J1,1619.715,1993,False
2006,ガンバ大阪,J1,1613.771,1993,False
2006,鹿島アントラーズ,J1,1601.38,1993,False
2006,セレッソ大阪,J1,1598.869,1995,False
2006,横浜Ｆ・マリノス,J1,1574.997,1993,False
2006,ジュビロ磐田,J1,1573.136,1994,False
2006,ＦＣ東京,J1,1571.637,1999,False
2006,川崎フロンターレ,J1,1566.466,1999,False
2006,京都サンガF.C.,J1,1560.313,1996,False
2006,サンフレッチェ広島,J1,1541.228,1993,False
2006,大分トリニータ,J1,1533.308,1999,False
2006,アビスパ福岡,J1,1512.213,1996,False
2006,アルビレックス新潟,J1,1509.489,1999,False
2006,大宮アルディージャ,J1,1500.512,1999,False
2006,名古屋グランパス,J1,1494.172,1993,False
2006,清水エスパルス,J1,1478.498,1993,False
2006,ヴァンフォーレ甲府,J1,1451.37,1999,False
2006,ベガルタ仙台,J2,1486.29,1999,False
2006,柏レイソル,J2,1478.709,1995,False
2006,東京ヴェルディ,J2,1459.978,1993,False
2006,愛媛ＦＣ,J2,1450.0,2006,True
2006,モンテディオ山形,J2,1425.226,1999,False
2006,北海道コンサドーレ札幌,J2,1408.312,1998,False
2006,ヴィッセル神戸,J2,1395.957,1997,False
2006,湘南ベルマーレ,J2,1381.421,1994,False
2006,徳島ヴォルティス,J2,1380.935,2005,False
2006,水戸ホーリーホック,J2,1375.638,2000,False
2006,横浜ＦＣ,J2,1361.314,2001,False
2006,サガン鳥栖,J2,1360.796,1999,False
2006,ザスパ群馬,J2,1253.636,2005,False
2007,浦和レッズ,J1,1687.748,1993,False
2007,ガンバ大阪,J1,1637.413,1993,False
2007,川崎フロンターレ,J1,1636.959,1999,False
2007,ジュビロ磐田,J1,1606.537,1994,False
2007,鹿島アントラーズ,J1,1594.314,1993,False
2007,清水エスパルス,J1,1592.395,1993,False
2007,名古屋グランパス,J1,1559.418,1993,False
2007,横浜Ｆ・マリノス,J1,1547.299,1993,False
2007,サンフレッチェ広島,J1,1545.454,1993,False
2007,大分トリニータ,J1,1531.445,1999,False
2007,ジェフユナイテッド千葉,J1,1523.79,1993,False
2007,横浜ＦＣ,J1,1513.329,2001,False
2007,ＦＣ東京,J1,1508.199,1999,False
2007,大宮アルディージャ,J1,1498.42,1999,False
2007,アルビレックス新潟,J1,1496.621,1999,False
2007,ヴィッセル神戸,J1,1486.827,1997,False
2007,ヴァンフォーレ甲府,J1,1479.489,1999,False
2007,柏レイソル,J1,1472.55,1995,False
2007,サガン鳥栖,J2,1495.145,1999,False
2007,セレッソ大阪,J2,1481.278,1995,False
2007,ベガルタ仙台,J2,1475.749,1999,False
2007,アビスパ福岡,J2,1454.685,1996,False
2007,モンテディオ山形,J2,1449.392,1999,False
2007,北海道コンサドーレ札幌,J2,1447.743,1998,False
2007,京都サンガF.C.,J2,1425.091,1996,False
2007,東京ヴェルディ,J2,1416.674,1993,False
2007,愛媛ＦＣ,J2,1405.846,2006,False
2007,水戸ホーリーホック,J2,1344.914,2000,False
2007,湘南ベルマーレ,J2,1312.321,1994,False
2007,ザスパ群馬,J2,1299.247,2005,False
2007,徳島ヴォルティス,J2,1290.742,2005,False
2008,浦和レッズ,J1,1681.754,1993,False
2008,鹿島アントラーズ,J1,1674.423,1993,False
2008,ガンバ大阪,J1,1653.567,1993,False
2008,清水エスパルス,J1,1626.678,1993,False
2008,川崎フロンターレ,J1,1616.021,1999,False
2008,横浜Ｆ・マリノス,J1,1573.198,1993,False
2008,ヴィッセル神戸,J1,1551.676,1997,False
2008,名古屋グランパス,J1,1546.545,1993,False
2008,ジュビロ磐田,J1,1544.553,1994,False
2008,東京ヴェルディ,J1,1543.469,1993,False
2008,ＦＣ東京,J1,1524.095,1999,False
2008,アルビレックス新潟,J1,1524.033,1999,False
2008,柏レイソル,J1,1516.983,1995,False
2008,ジェフユナイテッド千葉,J1,1509.919,1993,False
2008,大分トリニータ,J1,1507.994,1999,False
2008,京都サンガF.C.,J1,1490.328,1996,False
2008,大宮アルディージャ,J1,1487.711,1999,False
2008,北海道コンサドーレ札幌,J1,1472.691,1998,False
2008,セレッソ大阪,J2,1501.57,1995,False
2008,ベガルタ仙台,J2,1480.725,1999,False
2008,サガン鳥栖,J2,1465.588,1999,False
2008,ロアッソ熊本,J2,1450.0,2008,True
2008,ＦＣ岐阜,J2,1450.0,2008,True
2008,湘南ベルマーレ,J2,1449.1,1994,False
2008,サンフレッチェ広島,J2,1444.796,1993,False
2008,アビスパ福岡,J2,1435.116,1996,False
2008,ヴァンフォーレ甲府,J2,1415.41,1999,False
2008,横浜ＦＣ,J2,1381.122,2001,False
2008,モンテディオ山形,J2,1374.145,1999,False
2008,愛媛ＦＣ,J2,1349.684,2006,False
2008,ザスパ群馬,J2,1326.884,2005,False
2008,水戸ホーリーホック,J2,1309.109,2000,False
2008,徳島ヴォルティス,J2,1280.595,2005,False
2009,鹿島アントラーズ,J1,1656.516,1993,False
2009,川崎フロンターレ,J1,1649.369,1999,False
2009,清水エスパルス,J1,1631.217,1993,False
2009,サンフレッチェ広島,J1,1614.84,1993,False
2009,横浜Ｆ・マリノス,J1,1596.763,1993,False
2009,名古屋グランパス,J1,1592.116,1993,False
2009,大分トリニータ,J1,1581.367,1999,False
2009,浦和レッズ,J1,1579.232,1993,False
2009,ＦＣ東京,J1,1568.525,1999,False
2009,ガンバ大阪,J1,1561.342,1993,False
2009,ヴィッセル神戸,J1,1551.043,1997,False
2009,柏レイソル,J1,1538.778,1995,False
2009,ジェフユナイテッド千葉,J1,1514.192,1993,False
2009,アルビレックス新潟,J1,1503.502,1999,False
2009,モンテディオ山形,J1,1501.733,1999,False
2009,ジュビロ磐田,J1,1499.991,1994,False
2009,京都サンガF.C.,J1,1497.886,1996,False
2009,大宮アルディージャ,J1,1495.766,1999,False
2009,セレッソ大阪,J2,1503.405,1995,False
2009,ベガルタ仙台,J2,1486.887,1999,False
2009,東京ヴェルディ,J2,1483.603,1993,False
2009,湘南ベルマーレ,J2,1462.714,1994,False
2009,ヴァンフォーレ甲府,J2,1456.636,1999,False
2009,カターレ富山,J2,1450.0,2009,True
2009,ファジアーノ岡山,J2,1450.0,2009,True
2009,栃木ＳＣ,J2,1450.0,2009,True
2009,アビスパ福岡,J2,1432.087,1996,False
2009,サガン鳥栖,J2,1423.305,1999,False
2009,横浜ＦＣ,J2,1391.322,2001,False
2009,北海道コンサドーレ札幌,J2,1387.581,1998,False
2009,ロアッソ熊本,J2,1369.8,2008,False
2009,ザスパ群馬,J2,1369.67,2005,False
2009,ＦＣ岐阜,J2,1354.132,2008,False
2009,水戸ホーリーホック,J2,1349.633,2000,False
2009,愛媛ＦＣ,J2,1316.423,2006,False
2009,徳島ヴォルティス,J2,1289.179,2005,False
2010,川崎フロンターレ,J1,1655.054,1999,False
2010,鹿島アントラーズ,J1,1642.752,1993,False
2010,ガンバ大阪,J1,1617.161,1993,False
2010,サンフレッチェ広島,J1,1614.891,1993,False
2010,名古屋グランパス,J1,1593.684,1993,False
2010,ＦＣ東京,J1,1586.013,1999,False
2010,ベガルタ仙台,J1,1582.556,1999,False
2010,横浜Ｆ・マリノス,J1,1581.053,1993,False
2010,清水エスパルス,J1,1569.752,1993,False
2010,セレッソ大阪,J1,1562.285,1995,False
2010,アルビレックス新潟,J1,1560.319,1999,False
2010,浦和レッズ,J1,1540.941,1993,False
2010,大宮アルディージャ,J1,1522.704,1999,False
2010,ヴィッセル神戸,J1,1519.923,1997,False
2010,湘南ベルマーレ,J1,1516.159,1994,False
2010,モンテディオ山形,J1,1500.471,1999,False
2010,ジュビロ磐田,J1,1500.396,1994,False
2010,京都サンガF.C.,J1,1493.962,1996,False
2010,柏レイソル,J2,1514.659,1995,False
2010,大分トリニータ,J2,1512.731,1999,False
2010,ヴァンフォーレ甲府,J2,1510.284,1999,False
2010,サガン鳥栖,J2,1507.482,1999,False
2010,北海道コンサドーレ札幌,J2,1475.72,1998,False
2010,ギラヴァンツ北九州,J2,1450.0,2010,True
2010,ジェフユナイテッド千葉,J2,1437.587,1993,False
2010,アビスパ福岡,J2,1433.062,1996,False
2010,東京ヴェルディ,J2,1426.739,1993,False
2010,徳島ヴォルティス,J2,1426.22,2005,False
2010,ロアッソ熊本,J2,1401.433,2008,False
2010,ＦＣ岐阜,J2,1399.758,2008,False
2010,ザスパ群馬,J2,1398.216,2005,False
2010,カターレ富山,J2,1381.349,2009,False
2010,水戸ホーリーホック,J2,1363.703,2000,False
2010,横浜ＦＣ,J2,1361.286,2001,False
2010,愛媛ＦＣ,J2,1316.414,2006,False
2010,栃木ＳＣ,J2,1310.351,2009,False
2010,ファジアーノ岡山,J2,1289.404,2009,False
2011,セレッソ大阪,J1,1645.939,1995,False
2011,ガンバ大阪,J1,1645.074,1993,False
2011,名古屋グランパス,J1,1644.858,1993,False
2011,鹿島アントラーズ,J1,1643.778,1993,False
2011,川崎フロンターレ,J1,1609.757,1999,False
2011,柏レイソル,J1,1603.597,1995,False
2011,サンフレッチェ広島,J1,1589.468,1993,False
2011,アルビレックス新潟,J1,1571.36,1999,False
2011,清水エスパルス,J1,1564.267,1993,False
2011,横浜Ｆ・マリノス,J1,1561.247,1993,False
2011,浦和レッズ,J1,1553.252,1993,False
2011,ヴィッセル神戸,J1,1546.607,1997,False
2011,大宮アルディージャ,J1,1542.35,1999,False
2011,ヴァンフォーレ甲府,J1,1534.796,1999,False
2011,ベガルタ仙台,J1,1534.778,1999,False
2011,ジュビロ磐田,J1,1522.325,1994,False
2011,アビスパ福岡,J1,1520.088,1996,False
2011,モンテディオ山形,J1,1505.371,1999,False
2011,ＦＣ東京,J2,1523.57,1999,False
2011,ジェフユナイテッド千葉,J2,1478.067,1993,False
2011,東京ヴェルディ,J2,1477.514,1993,False
2011,北海道コンサドーレ札幌,J2,1454.644,1998,False
2011,横浜ＦＣ,J2,1454.295,2001,False
2011,ガイナーレ鳥取,J2,1450.0,2011,True
2011,サガン鳥栖,J2,1447.692,1999,False
2011,徳島ヴォルティス,J2,1443.099,2005,False
2011,ザスパ群馬,J2,1430.668,2005,False
2011,ロアッソ熊本,J2,1419.203,2008,False
2011,京都サンガF.C.,J2,1415.206,1996,False
2011,大分トリニータ,J2,1414.903,1999,False
2011,愛媛ＦＣ,J2,1411.241,2006,False
2011,栃木ＳＣ,J2,1405.982,2009,False
2011,ＦＣ岐阜,J2,1397.96,2008,False
2011,湘南ベルマーレ,J2,1366.856,1994,False
2011,水戸ホーリーホック,J2,1359.01,2000,False
2011,ファジアーノ岡山,J2,1317.086,2009,False
2011,カターレ富山,J2,1311.544,2009,False
2011,ギラヴァンツ北九州,J2,1272.548,2010,False
2012,名古屋グランパス,J1,1695.889,1993,False
2012,ガンバ大阪,J1,1686.15,1993,False
2012,柏レイソル,J1,1667.21,1995,False
2012,鹿島アントラーズ,J1,1620.893,1993,False
2012,ベガルタ仙台,J1,1611.933,1999,False
2012,セレッソ大阪,J1,1580.967,1995,False
2012,ＦＣ東京,J1,1576.481,1999,False
2012,ヴィッセル神戸,J1,1572.391,1997,False
2012,サンフレッチェ広島,J1,1572.083,1993,False
2012,横浜Ｆ・マリノス,J1,1560.363,1993,False
2012,ジュビロ磐田,J1,1554.449,1994,False
2012,川崎フロンターレ,J1,1549.842,1999,False
2012,清水エスパルス,J1,1546.101,1993,False
2012,サガン鳥栖,J1,1540.762,1999,False
2012,大宮アルディージャ,J1,1533.134,1999,False
2012,アルビレックス新潟,J1,1527.623,1999,False
2012,浦和レッズ,J1,1512.439,1993,False
2012,北海道コンサドーレ札幌,J1,1511.692,1998,False
2012,東京ヴェルディ,J2,1501.737,1993,False
2012,ヴァンフォーレ甲府,J2,1501.5,1999,False
2012,京都サンガF.C.,J2,1480.935,1996,False
2012,徳島ヴォルティス,J2,1459.981,2005,False
2012,ザスパ群馬,J2,1454.047,2005,False
2012,松本山雅ＦＣ,J2,1450.0,2012,True
2012,ＦＣ町田ゼルビア,J2,1450.0,2012,True
2012,ジェフユナイテッド千葉,J2,1443.013,1993,False
2012,アビスパ福岡,J2,1442.447,1996,False
2012,ギラヴァンツ北九州,J2,1420.645,2010,False
2012,栃木ＳＣ,J2,1418.286,2009,False
2012,大分トリニータ,J2,1415.116,1999,False
2012,モンテディオ山形,J2,1402.662,1999,False
2012,横浜ＦＣ,J2,1401.25,2001,False
2012,ロアッソ熊本,J2,1398.475,2008,False
2012,ファジアーノ岡山,J2,1388.683,2009,False
2012,湘南ベルマーレ,J2,1387.129,1994,False
2012,愛媛ＦＣ,J2,1380.546,2006,False
2012,水戸ホーリーホック,J2,1377.296,2000,False
2012,カターレ富山,J2,1351.789,2009,False
2012,ガイナーレ鳥取,J2,1310.227,2011,False
2012,ＦＣ岐阜,J2,1295.336,2008,False
2013,サンフレッチェ広島,J1,1650.58,1993,False
2013,横浜Ｆ・マリノス,J1,1607.085,1993,False
2013,ベガルタ仙台,J1,1601.035,1999,False
2013,名古屋グランパス,J1,1597.938,1993,False
